route_key,final_seatcount
2025-02-28_12_36,2994.722934398615
2025-01-28_47_43,2161.8546478399094
2025-02-23_28_45,3722.516873472922
2025-02-27_45_48,3322.854105232139
2025-02-16_02_19,1894.3733595543433
2025-02-18_02_24,1488.0587122133543
2025-02-26_45_48,2543.7366278012173
2025-01-07_02_30,2063.6267574306016
2025-02-14_46_44,3559.3879295562683
2025-01-09_45_09,3641.4524783966403
2025-01-28_48_46,2717.659495916152
2025-02-20_02_30,2214.9360588577833
2025-02-12_31_02,1447.5864811469849
2025-02-18_36_07,1376.0744445818511
2025-02-05_36_37,4285.294387334516
2025-01-13_45_46,4360.760439062586
2025-02-14_23_25,2214.9365906009207
2025-01-12_05_47,4151.184381146878
2025-01-06_28_45,1791.6473170636498
2025-01-28_27_36,1485.8330076811728
2025-02-06_37_36,2651.7989498460984
2025-01-15_45_05,2485.3643936864432
2025-01-27_38_36,1470.794892872918
2025-02-20_36_12,2447.096380973578
2025-01-03_46_26,1735.1339264146313
2025-01-25_39_45,2231.0828741392993
2025-01-06_02_47,2129.5467880240385
2025-02-10_45_03,1298.0320575714416
2025-02-28_46_20,4461.22673890301
2025-01-27_02_21,1416.5248900182373
2025-02-07_45_05,2419.8290117703436
2025-01-16_05_45,2753.6070505161247
2025-01-07_47_02,1531.8149419725385
2025-01-04_23_13,1780.7478277108596
2025-02-17_26_46,1759.2675687467636
2025-01-24_43_47,2131.6402490562605
2025-01-21_17_23,1372.5462995082935
2025-01-08_46_35,4524.583137150498
2025-02-25_32_19,1700.3003568268787
2025-02-28_15_46,1333.4532680160178
2025-02-17_07_36,1585.8415554717333
2025-02-05_46_18,1602.2719687561823
2025-01-12_38_36,1235.9447407973976
2025-01-09_22_36,1447.6737894570292
2025-01-21_30_14,1708.4019371010502
2025-02-14_47_06,2160.270665017692
2025-02-19_28_47,1601.3590956275848
2025-01-27_13_23,1513.0062035495507
2025-02-10_20_46,4108.171630270448
2025-01-27_11_36,1907.9474999525378
2025-02-19_46_26,1474.590374049493
2025-02-03_36_11,1830.919458673944
2025-01-28_46_44,1871.89889810504
2025-01-10_36_07,2000.5912950544202
2025-01-18_42_45,1639.0921346765858
2025-02-10_46_18,2030.3700261528766
2025-01-24_17_23,1410.2463035196213
2025-02-07_03_45,1542.8820615468112
2025-01-04_25_23,3951.7946335647985
2025-02-07_45_39,3279.890943670205
2025-01-21_37_36,626.1161938392837
2025-02-22_02_21,1359.0548983259514
2025-02-28_27_36,1919.3158154425512
2025-01-03_47_28,2538.2487813260304
2025-01-23_02_21,1271.520059539674
2025-02-04_04_29,1186.6646264313324
2025-02-01_47_28,2398.642214188151
2025-01-26_47_28,2136.1500689501654
2025-01-21_45_44,1196.5132374806828
2025-01-05_45_39,1492.6606591375235
2025-01-06_38_36,1236.7802767123546
2025-02-27_30_02,1791.7809117137365
2025-01-13_43_47,2361.7531729497896
2025-02-28_02_31,2857.2613540553875
2025-02-02_23_25,1258.4210823411318
2025-01-11_12_36,2362.0943395399236
2025-01-02_09_46,4791.477738384939
2025-01-10_02_21,1388.5746868539684
2025-02-07_45_28,4447.426969446823
2025-01-14_02_24,1364.6552597283016
2025-02-24_46_45,3788.840421393118
2025-02-08_08_47,1465.0635083782454
2025-02-24_19_30,1898.9675923577283
2025-01-26_39_45,3343.0223284327085
2025-01-20_23_13,1525.4923003997822
2025-02-08_46_33,2203.166382488294
2025-02-08_47_10,1367.8526899830404
2025-01-11_47_28,4195.522771106716
2025-02-08_36_41,4162.3090506808985
2025-02-10_23_25,1472.27468180724
2025-01-09_05_47,2939.7114049715433
2025-02-28_35_46,2117.3590622576476
2025-02-19_40_02,2466.513360101323
2025-01-11_46_35,7368.248425787023
2025-01-13_02_31,1410.643701653267
2025-02-24_46_44,1805.4843254576422
2025-01-13_47_05,4567.14949946253
2025-02-11_47_08,1762.7173146379325
2025-01-25_18_46,2441.1966018287035
2025-01-07_02_19,1623.5182458758288
2025-01-22_05_45,2223.6378049936898
2025-01-06_36_11,1743.5921408590586
2025-01-23_48_46,4228.584562680013
2025-01-05_45_48,1709.503778687219
2025-01-03_03_47,1916.117627971584
2025-02-05_03_47,1630.8915033867536
2025-02-27_40_02,2230.5153994164466
2025-01-21_14_30,1570.6760311470568
2025-01-25_46_26,1550.7933392647203
2025-01-03_46_09,3407.4340748249715
2025-02-16_02_01,1346.2090348628496
2025-02-24_19_32,1991.5346272706427
2025-02-25_47_43,2333.4291694668505
2025-01-24_27_36,1449.750402822105
2025-01-10_02_01,1359.0548983259514
2025-02-15_31_02,1970.1785768397558
2025-01-15_02_40,2702.5509242313565
2025-01-10_47_05,10115.966254469386
2025-01-04_02_16,1575.1389151349808
2025-02-05_40_02,2575.6831702001064
2025-02-14_47_08,2488.5151233686124
2025-02-27_47_28,2528.470451299135
2025-01-20_47_45,4100.788148777956
2025-01-22_05_47,3540.742682348087
2025-01-20_02_01,1290.0150385109264
2025-01-04_14_30,1893.6377932950397
2025-02-03_20_46,3855.5990421584297
2025-01-12_36_37,2988.9078571489363
2025-02-25_19_02,1879.6434659997155
2025-02-04_45_44,1324.722919202888
2025-01-15_45_46,4398.00653922391
2025-01-31_03_45,1477.734777457824
2025-02-27_48_45,3215.8538825605824
2025-01-02_36_11,1724.9297808445606
2025-01-12_11_36,1562.801431023928
2025-02-15_37_36,6738.284861948798
2025-02-10_45_47,4097.924627032054
2025-01-12_19_30,1385.6639839225663
2025-02-09_36_37,6320.676884571618
2025-02-25_44_45,1142.8171350434552
2025-01-28_47_46,1990.449425719927
2025-01-29_02_16,1500.0661517376561
2025-01-11_35_46,3117.1955671511073
2025-01-09_03_45,1623.4664674112882
2025-01-28_02_40,2459.3241393805924
2025-02-09_02_47,2177.7597664426394
2025-01-16_38_36,1073.6453012787906
2025-01-11_44_45,1299.182604028306
2025-02-01_36_37,6028.915610994167
2025-01-24_02_16,1694.1605170119046
2025-01-30_46_35,3463.392677180813
2025-02-19_45_03,1318.6031103882015
2025-02-27_46_09,4128.684627647249
2025-01-09_47_10,3402.3308963973927
2025-01-30_11_36,1892.6899713298255
2025-02-24_48_46,3897.9543725324374
2025-01-12_01_02,1213.877943068162
2025-01-25_23_25,2174.2449809201325
2025-01-30_46_45,3464.6176523932545
2025-01-14_05_47,5186.309228435617
2025-02-22_19_30,2176.560403864182
2025-01-17_35_46,4605.038125486073
2025-02-21_09_45,2464.685274202314
2025-02-01_02_16,1684.6903734460616
2025-02-28_41_36,2696.248250646157
2025-02-13_30_02,1694.1605170119046
2025-02-12_28_47,2377.529952293625
2025-01-08_47_43,5197.551784315901
2025-01-06_47_05,3470.6357880722053
2025-01-01_45_46,5727.178669147639
2025-01-05_41_36,3896.6508630836415
2025-01-05_46_48,4534.48043219877
2025-02-15_30_02,2618.9742641069693
2025-01-22_26_46,1713.6564876336552
2025-01-13_19_02,1364.0617278104005
2025-01-05_47_10,2050.5205571153656
2025-02-12_45_05,1829.3813911980828
2025-02-06_47_28,2610.3794590727566
2025-02-28_47_43,3352.7009980974544
2025-01-22_02_19,2131.2549378757067
2025-01-13_45_03,2414.704966184075
2025-02-21_03_45,1305.6351610513684
2025-02-04_08_47,1238.371254437737
2025-01-01_47_46,2492.8123375442983
2025-02-02_45_46,5408.883370374831
2025-02-27_47_45,4151.6672421967805
2025-01-26_17_23,1499.3283799195387
2025-02-23_04_29,1231.1906348806979
2025-01-18_45_44,2103.4935914590437
2025-01-15_45_09,2883.653641851378
2025-01-18_36_07,2096.3827320048777
2025-01-15_46_18,2162.729670558141
2025-01-19_47_06,1537.7385155135548
2025-02-11_47_30,1526.8996732147357
2025-02-01_28_45,2273.637498640422
2025-01-24_31_02,1887.1529124281858
2025-02-14_30_14,1929.6413631017494
2025-01-30_36_11,2171.8978358396525
2025-01-07_02_01,1271.520059539674
2025-02-09_30_02,2266.849644046334
2025-02-02_11_36,2053.1929280941868
2025-01-04_47_43,3098.090991295869
2025-01-05_16_02,1631.8160833301476
2025-01-01_11_36,2322.236999844383
2025-01-11_26_46,2324.5954672337134
2025-01-24_01_02,1349.5977861497176
2025-02-22_28_45,2572.2224067737266
2025-01-09_31_02,1853.021231693612
2025-02-03_38_36,2187.576555618229
2025-01-29_47_28,2389.390273648617
2025-01-27_02_14,1358.1689985554774
2025-02-23_06_47,1762.6446938677545
2025-02-04_07_36,1819.7940801290902
2025-02-13_33_46,1011.5338773407082
2025-02-18_23_13,1492.6857002412596
2025-02-20_41_36,2376.5696928571833
2025-01-17_45_34,2744.416910195867
2025-02-04_46_45,3940.9723957275733
2025-02-26_02_21,1268.3016837972475
2025-02-05_02_14,1350.1470331969824
2025-02-26_47_45,3961.1260497408375
2025-01-14_05_45,2909.1592974081905
2025-01-19_33_46,3226.2413383527237
2025-01-31_47_03,2280.6640649791666
2025-02-22_46_18,1882.9929587713239
2025-01-03_30_14,1687.820317448409
2025-02-11_43_47,1637.3475881831544
2025-02-17_36_37,5809.515761086736
2025-01-10_21_02,1216.537053912643
2025-01-25_02_30,2724.7307773939833
2025-01-22_30_14,1277.9078196261298
2025-01-16_18_46,3201.7161445491183
2025-01-15_47_45,4908.192595714064
2025-02-28_45_42,2636.783790049506
2025-01-26_45_34,1491.3495138116934
2025-02-24_28_45,2572.128240056727
2025-01-16_36_37,1716.5230991750602
2025-02-25_18_46,1368.5028439490127
2025-01-31_12_36,3783.673292381831
2025-02-14_38_36,2301.581247475996
2025-02-25_36_22,1511.5656868792894
2025-02-15_46_26,1542.8696402101064
2025-02-02_13_23,1630.9451354056953
2025-02-03_48_46,5616.398027747733
2025-02-03_18_46,2646.871505584185
2025-01-24_40_02,2793.6202732283023
2025-01-19_02_31,1787.647659189579
2025-01-29_47_06,1367.8526899830404
2025-01-25_42_45,1601.3844115506631
2025-02-22_36_27,2028.0293456372483
2025-02-18_42_45,1604.0479622111684
2025-01-26_02_24,1432.557666100294
2025-01-12_46_47,1751.8930732568729
2025-01-24_47_02,2383.296828924191
2025-02-13_46_35,3233.3471593527793
2025-02-03_09_46,4333.536684977265
2025-01-26_36_27,1511.5656868792894
2025-02-20_32_19,2092.569768081676
2025-02-26_48_46,4233.704085883751
2025-02-12_23_13,1570.163303753112
2025-02-09_15_46,2066.8901235245216
2025-02-19_31_02,1837.5159188157083
2025-01-18_41_36,4417.711288776833
2025-02-02_46_20,3439.663242936547
2025-01-20_45_03,1654.5187232240396
2025-02-22_22_36,2096.7602531099833
2025-01-30_35_46,2093.4787134066637
2025-02-01_30_02,2460.209991033022
2025-01-05_31_02,2698.1607936082273
2025-01-21_47_02,1489.1684281132143
2025-02-22_08_47,1853.7551131952698
2025-01-13_44_46,2398.9601191691136
2025-01-28_36_27,1475.3358602982066
2025-02-25_22_36,1548.255677829119
2025-01-26_45_03,1434.9614386095075
2025-02-22_45_34,2105.4099614977936
2025-02-14_36_11,3063.494413180675
2025-02-09_19_02,2276.7151103352335
2025-01-11_46_09,7133.309782651302
2025-01-29_47_02,1544.67083923727
2025-02-02_45_39,1635.1098590542442
2025-01-13_17_23,1789.2300678645347
2025-02-21_47_02,2173.6826124313243
2025-01-12_36_12,1523.4050334855817
2025-02-07_17_23,1458.1359577133542
2025-02-10_19_30,1991.3748967531765
2025-02-09_22_36,2022.0168161115619
2025-01-05_07_36,2191.6347539604794
2025-02-20_43_47,2041.625816652141
2025-01-13_30_02,1975.2612715945065
2025-02-26_45_05,1810.1431310772386
2025-01-19_45_05,1902.94476613426
2025-02-12_36_27,2179.4910807442297
2025-02-01_45_05,1698.9039622578155
2025-02-06_44_45,1648.1279743782977
2025-02-07_05_47,3197.6720061981723
2025-02-22_36_11,2631.668300917775
2025-01-13_46_18,2906.443457991375
2025-01-27_25_23,2045.1336513416657
2025-02-25_12_36,1903.0999073682988
2025-02-18_37_36,4613.312416060307
2025-02-01_02_47,2076.626290886942
2025-02-13_26_46,1708.3377083794226
2025-01-09_46_45,3537.4338844295553
2025-01-07_09_46,2407.12617860449
2025-01-26_36_12,1864.8719795987524
2025-01-30_45_39,2711.49287855167
2025-01-23_02_30,1977.4731287962618
2025-02-04_45_05,1650.9422350530242
2025-01-06_25_23,1734.2074958909177
2025-02-07_45_09,3776.9237677548804
2025-01-23_47_03,1451.050515940163
2025-01-01_04_29,1216.618460041029
2025-01-17_46_33,1305.1476616790374
2025-01-08_28_45,1687.5303224002205
2025-02-24_47_45,3726.033608802295
2025-01-30_46_09,4449.358777798991
2025-02-03_46_48,3547.8831166530244
2025-01-14_46_47,2207.5240156448485
2025-01-29_30_14,1564.0039191295073
2025-01-25_02_16,1734.0230349638296
2025-01-04_22_36,1597.626334694114
2025-01-28_23_25,1260.4598119375848
2025-02-12_46_26,1577.7360260842902
2025-02-19_09_45,2574.830152544829
2025-02-04_47_43,2444.603734043123
2025-01-30_47_05,3016.7877880113297
2025-02-03_47_46,1955.697939731557
2025-01-31_36_07,2021.0711263683916
2025-01-23_23_13,1260.916309157517
2025-01-10_28_47,3303.2584915702873
2025-02-13_46_26,1481.3549533739656
2025-01-30_34_45,1547.8560943099621
2025-01-12_46_45,3772.5014838534735
2025-02-12_42_45,1430.0533074878213
2025-01-23_46_15,1838.2997943296853
2025-02-09_19_32,2319.2074813403115
2025-01-19_36_12,1765.7608060913863
2025-02-11_25_23,2156.643244606298
2025-01-28_47_45,3597.1457356576934
2025-02-18_45_48,1637.796133073325
2025-01-19_46_48,5084.518723635175
2025-02-06_40_02,2235.784312134035
2025-02-06_05_47,2970.829482611535
2025-02-05_09_45,2511.028206919269
2025-01-24_47_46,2440.4088861837545
2025-01-21_47_28,1625.3259839784048
2025-01-22_37_36,917.3739520084603
2025-02-06_47_05,3693.8545495893927
2025-02-27_46_33,932.8390302857492
2025-01-01_19_02,2495.6523682871284
2025-02-12_46_15,1183.356899727536
2025-01-27_45_34,1333.6798689536524
2025-02-04_47_08,1520.4614275604536
2025-02-17_19_30,1573.3964728834217
2025-02-12_01_02,1224.4436645389162
2025-02-11_37_36,3540.320844592253
2025-01-12_02_30,2057.0769562079245
2025-01-05_47_06,1862.370532896001
2025-01-04_05_47,2906.622918850767
2025-01-15_45_47,4422.092981452285
2025-01-04_46_33,1285.209012376851
2025-02-15_08_47,2198.65400198977
2025-02-28_36_27,2115.983593254455
2025-02-08_03_45,1612.8209750583842
2025-02-05_47_43,2383.613170278648
2025-01-05_32_19,2014.9204192225152
2025-02-17_40_02,2465.864693258901
2025-02-21_09_46,4160.6108772932275
2025-01-29_17_23,1252.3598237995068
2025-02-10_45_44,1467.172225215808
2025-01-07_16_02,1377.324723510784
2025-02-25_46_15,1488.8370847167125
2025-02-26_02_31,2059.484933295417
2025-01-12_03_47,2450.694612371361
2025-02-26_02_16,1494.7609035031098
2025-01-15_46_45,4669.537571179762
2025-02-13_44_46,2063.1516303224525
2025-01-30_46_15,1982.818870585186
2025-02-01_47_43,2256.377678575437
2025-02-24_07_36,1784.8900687378439
2025-02-22_05_47,2499.8836661856444
2025-02-08_02_21,1352.4984014100405
2025-01-01_03_45,2472.5562628749544
2025-02-12_02_47,1652.3543562783282
2025-01-09_30_14,1694.1756818931538
2025-01-15_36_22,1358.201741486984
2025-02-28_36_12,2449.8158743346726
2025-01-20_45_46,4495.6614159111905
2025-01-18_47_03,2222.749429708234
2025-01-25_01_02,1244.3666722194503
2025-01-28_01_02,1255.1560099754665
2025-01-08_45_46,3745.0749653087228
2025-02-17_46_48,2407.287929252885
2025-01-08_47_06,3492.8399344766285
2025-01-30_05_47,2727.9388626140376
2025-02-12_45_03,1701.9246373421497
2025-02-03_36_07,1478.2194923532854
2025-02-22_46_26,1860.2053136619443
2025-01-22_11_36,1729.9542924533528
2025-01-16_36_27,1431.7047964010665
2025-02-01_22_36,1700.253021130173
2025-02-18_33_46,1162.2330397452995
2025-01-29_46_18,1893.6156570765681
2025-01-19_09_45,3837.5508843264456
2025-01-29_02_47,1951.9070839778176
2025-01-06_47_08,1765.5575883657175
2025-02-19_02_16,1497.2361123813462
2025-02-21_46_20,2630.732375189975
2025-01-11_31_02,2339.6451747765755
2025-02-10_28_45,3009.5694077210683
2025-02-25_31_02,1969.113865308188
2025-02-17_35_46,3034.4510555539055
2025-02-27_43_47,1678.6940681051335
2025-02-23_23_13,1401.591419376836
2025-01-03_31_02,2500.7619819792026
2025-01-14_47_02,1531.294570957735
2025-01-21_12_36,1873.3933530414395
2025-01-01_40_02,2855.722722413741
2025-02-23_28_47,3436.133479413714
2025-01-02_46_09,3947.6867082441445
2025-01-05_36_07,1945.3684558701639
2025-02-10_46_33,1313.1966936322513
2025-01-01_36_41,3819.4835502073997
2025-02-04_38_36,2241.364258382205
2025-02-21_47_03,3465.8034151698803
2025-01-18_45_28,2767.1495248288747
2025-01-18_25_23,1822.2330754827483
2025-02-02_28_45,3845.0712733221003
2025-02-23_02_21,1282.647297501806
2025-02-17_25_23,1631.3181841852113
2025-02-25_45_48,3585.288939242764
2025-02-03_21_02,1216.2681563660674
2025-01-02_19_02,1931.4332246088609
2025-01-25_35_46,2628.4264189192345
2025-02-13_18_46,1466.9888476497322
2025-01-07_45_39,1304.2302060975048
2025-02-09_47_02,1794.7929197721671
2025-01-28_41_36,3689.5727529132228
2025-02-21_02_16,1689.2998970162232
2025-02-11_46_09,3777.122856009689
2025-02-28_07_36,2095.682781242474
2025-02-19_45_42,1774.048608280358
2025-01-25_19_02,2201.7345575929144
2025-01-26_46_26,1494.2162200667528
2025-01-01_47_45,5807.022850418508
2025-02-11_02_47,1631.8273032531856
2025-02-17_43_47,2562.327056620641
2025-01-24_47_45,4659.701272364702
2025-01-24_47_08,2065.9640116905744
2025-01-24_28_45,1687.5303224002205
2025-02-26_46_48,5227.551939290234
2025-01-12_47_45,4129.41537396804
2025-01-11_46_26,2284.493113594795
2025-02-21_11_36,2479.1490770164887
2025-01-05_47_05,3256.173712923472
2025-01-18_02_19,2260.507143558491
2025-01-24_45_09,3418.5812924300826
2025-01-05_02_47,2472.9761923793385
2025-01-25_48_46,4494.285774113229
2025-02-24_08_47,1339.671208370778
2025-02-05_06_47,1452.7122668599368
2025-02-18_44_46,2080.449322407221
2025-01-19_30_14,1499.2555580005194
2025-01-29_44_46,1913.4020489544089
2025-02-26_47_28,2333.6031644014965
2025-01-12_02_24,1374.688563328989
2025-02-02_02_16,1631.8160833301476
2025-02-26_46_45,3626.2774574303908
2025-02-02_19_30,1808.5810384561073
2025-01-17_46_44,3490.6774306144994
2025-02-13_09_46,3261.9572671552196
2025-02-25_45_09,3478.302462729126
2025-01-24_02_01,1516.672068188807
2025-02-28_09_46,4498.481956696672
2025-02-22_17_23,1362.7665910402468
2025-02-13_47_03,2729.550776667613
2025-02-02_38_36,1979.9614156384625
2025-02-27_44_45,1290.3572851825008
2025-01-28_47_03,1527.4111928558582
2025-01-22_47_43,2906.4623002294625
2025-01-24_02_30,2647.4642587798085
2025-02-02_03_47,2712.2280461968394
2025-02-07_11_36,2400.7665821020737
2025-02-15_19_32,2666.2041546148603
2025-02-05_35_46,1830.0564877392953
2025-02-02_30_02,2281.3645457635243
2025-02-21_30_14,1978.800849980814
2025-01-12_45_42,1782.4126120146984
2025-01-27_27_36,1864.3902951216446
2025-01-17_02_31,2986.1317494315417
2025-02-18_17_23,1318.338468214494
2025-02-22_48_45,1711.4377122526887
2025-01-24_12_36,2292.871944431446
2025-01-02_45_47,4334.959261445048
2025-01-02_38_36,1713.9881478538305
2025-01-26_02_21,1328.4405857623692
2025-01-07_07_36,1482.2173135081218
2025-02-27_14_30,1579.3786238073317
2025-02-12_37_36,6885.6339884707995
2025-01-28_08_47,1421.1292407553353
2025-02-17_47_28,2112.961114478632
2025-02-13_45_42,2113.7068222350836
2025-02-04_23_13,1510.9209078834745
2025-01-02_05_47,3403.0251738297957
2025-02-12_02_14,1292.1921697485866
2025-01-28_11_36,1907.2192831855698
2025-01-20_23_25,1401.007553121214
2025-02-09_18_46,2111.677696415595
2025-01-31_46_45,4984.386051379707
2025-02-16_36_22,1620.9291644517996
2025-02-24_42_45,1518.3231081922947
2025-02-15_02_24,1503.6868813850526
2025-02-15_45_47,4690.682560541765
2025-01-29_45_09,3047.5568158113183
2025-02-04_47_10,1339.0233327110684
2025-02-01_02_19,2524.0888987137955
2025-02-23_30_14,1421.2092944355998
2025-01-21_23_25,2259.327809394664
2025-01-08_47_03,4472.494570954308
2025-01-01_02_30,2459.3241393805924
2025-02-04_02_21,1345.2033989293632
2025-02-08_37_36,5757.781638099163
2025-01-31_28_45,1777.7041583357277
2025-01-10_45_34,3119.747055575502
2025-02-05_46_26,1453.9081989907484
2025-01-07_45_28,3395.72233494614
2025-02-20_18_46,1686.5259419858078
2025-01-06_14_30,1651.045662346883
2025-02-22_45_47,4314.262934088093
2025-02-01_41_36,3711.6803003946
2025-01-09_47_46,2734.1394764993697
2025-02-17_14_30,1865.8167681016112
2025-01-30_02_21,1564.6448080625316
2025-01-02_01_02,1239.279918330791
2025-01-03_08_47,1531.3437427860483
2025-01-02_46_44,2218.013719578482
2025-02-05_02_24,1464.033932529035
2025-02-01_13_23,1770.2439141778862
2025-02-19_16_02,1338.6928611607968
2025-02-23_31_02,2914.8222094194903
2025-01-27_45_09,2400.264651382081
2025-02-01_43_47,2582.3427198971435
2025-02-18_48_46,2726.9186648612576
2025-01-16_43_47,4550.915753639329
2025-02-07_28_47,2322.8062420902756
2025-01-10_25_23,1655.8464606412947
2025-01-03_45_03,2395.1156256949866
2025-02-22_11_36,2556.0074666917108
2025-02-16_47_08,1721.2095631541977
2025-02-16_03_47,2564.402604322636
2025-02-26_42_45,1630.3073011284903
2025-02-19_23_13,1478.03278295624
2025-01-01_02_47,2299.159827471939
2025-01-27_36_27,1130.2864017745305
2025-01-16_25_23,1622.390173421315
2025-01-04_02_01,1290.0150385109264
2025-02-24_02_24,1328.4405857623692
2025-02-04_02_30,1925.338204823102
2025-02-14_36_07,2099.0041869444094
2025-01-08_45_42,1343.1531955713099
2025-02-17_48_45,2218.0492452204426
2025-02-23_45_42,1778.1417429103624
2025-01-20_11_36,1925.334150626563
2025-02-04_43_47,1735.3712363003003
2025-02-07_45_34,2643.842030581421
2025-01-10_46_33,3241.4216686885657
2025-02-04_46_44,1805.4843254576422
2025-02-27_25_23,2603.2661642017915
2025-02-28_06_47,1385.8061765878517
2025-02-08_36_12,1941.784936683744
2025-01-01_39_45,4337.055310576439
2025-01-21_02_40,2420.302147852842
2025-01-22_19_30,1398.7646575377248
2025-01-31_45_34,3175.6960200513563
2025-01-26_11_36,2578.042074785513
2025-02-10_47_05,2006.1428876979662
2025-02-21_43_47,2533.772642811819
2025-01-04_12_36,1850.9171040304795
2025-01-08_30_14,1426.3210304865388
2025-02-22_45_05,1841.8537141542774
2025-02-28_46_47,2261.674113036603
2025-01-20_36_37,1845.7039675900633
2025-01-13_02_16,1631.8160833301476
2025-01-23_15_46,1703.9854707840161
2025-01-15_47_28,2738.797707150072
2025-02-03_32_19,2098.564539492821
2025-01-22_02_47,2141.251104496112
2025-02-06_28_47,2337.6852269468504
2025-02-07_07_36,2022.0168161115619
2025-01-02_45_09,2719.551180549821
2025-01-15_03_45,3517.7867676590504
2025-02-06_47_08,1765.5575883657175
2025-02-12_45_09,2568.0573617273863
2025-01-14_02_31,1858.2306695217944
2025-02-28_23_13,1501.5497809923445
2025-01-09_25_23,1769.1894003929995
2025-02-27_44_46,2775.598636530853
2025-01-07_46_45,3537.4338844295553
2025-02-23_09_45,3839.9064361133665
2025-02-18_36_22,1509.4125977457377
2025-01-12_35_46,2628.4264189192345
2025-02-13_38_36,1992.2387084346853
2025-02-28_20_46,3802.433481830088
2025-01-20_46_44,2501.716309100917
2025-02-17_09_45,3274.2454364500386
2025-01-03_28_47,1385.8061765878517
2025-02-06_30_02,2377.015813547684
2025-01-14_11_36,1601.5997294263673
2025-01-31_30_02,2227.079296378007
2025-02-10_03_45,1348.2816749106926
2025-02-04_45_42,1465.592204151917
2025-01-20_18_46,3011.758021212567
2025-02-24_13_23,1503.298473198811
2025-01-29_15_46,1251.951624052165
2025-01-06_47_10,1836.7472924576116
2025-01-25_07_36,2099.554761687924
2025-01-20_04_29,1240.9268871208155
2025-01-27_46_33,1027.678665489641
2025-02-23_19_32,2519.5477290794306
2025-02-13_11_36,2898.762945348142
2025-01-01_28_47,2005.2730883693778
2025-01-30_09_45,2508.8125784961007
2025-01-13_03_45,1844.4696806348534
2025-02-22_31_02,2300.449871236558
2025-01-22_01_02,1191.0017357664651
2025-01-04_13_23,1708.8103262041757
2025-02-19_08_47,1675.94852650428
2025-02-14_44_45,1363.3181239792714
2025-02-18_45_39,1529.6218489690432
2025-02-15_23_25,2067.027745540389
2025-01-19_04_29,1218.8576020447033
2025-01-05_25_23,2751.129630432079
2025-02-13_19_30,1909.526799407606
2025-01-02_28_47,1571.7519498314177
2025-02-03_47_05,2647.443384316442
2025-02-25_02_01,1278.6309133811715
2025-01-25_05_47,2910.735578226902
2025-02-14_02_21,1355.8427931646147
2025-02-11_47_46,1699.079426526892
2025-02-04_02_47,2056.087201163593
2025-01-29_46_09,3514.466746681475
2025-01-08_27_36,1548.255677829119
2025-02-13_43_47,2209.9105009703985
2025-01-05_14_30,2140.8365919440744
2025-02-18_18_46,1416.2360231385062
2025-01-07_46_09,2846.8049891540704
2025-02-04_39_45,1416.3824654704244
2025-02-14_02_40,2891.9688621777805
2025-02-12_45_42,2035.6197367280342
2025-01-27_47_05,2197.566696984343
2025-01-12_04_29,1201.7401372655613
2025-01-08_35_46,1839.11870262241
2025-02-05_46_15,1488.8370847167125
2025-02-26_03_45,1407.7515090480997
2025-01-17_45_09,3515.384718847576
2025-02-10_45_34,1482.1612677619041
2025-01-29_02_30,1974.0329565099255
2025-01-26_22_36,1497.0444463220242
2025-01-15_09_45,3768.4601917587174
2025-01-30_30_02,2593.48111427125
2025-02-02_47_45,4812.348125838436
2025-01-04_46_35,2687.901252907825
2025-02-26_19_02,1465.4955318850052
2025-02-20_22_36,1799.3136956664728
2025-01-26_31_02,2623.84474516344
2025-01-02_48_46,5362.392038946473
2025-02-26_36_41,2509.0735779009938
2025-01-25_30_14,1693.7493243364822
2025-02-05_22_36,1624.6582358185526
2025-01-07_14_30,1383.8197503636366
2025-01-29_34_45,1593.8414042151785
2025-02-15_20_46,2077.498385643785
2025-02-01_23_25,1460.8112843401705
2025-02-23_34_45,3110.6196967829587
2025-02-03_15_46,1688.3873641248645
2025-01-03_02_40,2759.6943520854334
2025-02-16_45_39,1279.212579741337
2025-02-22_33_46,1121.265403086855
2025-02-07_47_06,1487.382508618744
2025-01-31_46_48,6160.278327022353
2025-01-08_02_31,2028.198748779661
2025-02-27_02_24,1376.6147231613404
2025-01-05_21_02,1430.8898766424388
2025-02-05_33_46,983.8984398758978
2025-01-21_47_06,1444.5367012192664
2025-02-20_33_46,2234.63499388078
2025-01-09_36_22,1522.968782087607
2025-02-18_36_27,1784.0927033527935
2025-01-05_02_01,1279.4047636683274
2025-01-04_03_45,2044.3494278857886
2025-01-01_09_45,4813.060063120138
2025-02-14_22_36,2080.889214828165
2025-02-09_45_28,2741.2297818559414
2025-02-01_36_27,2083.2347258004047
2025-02-04_13_23,1519.064744798969
2025-02-24_45_09,2669.1839030485717
2025-01-20_36_07,1740.6721618380056
2025-02-06_14_30,1316.5334534768808
2025-02-11_18_46,2592.120775841833
2025-02-11_19_32,2447.005138375103
2025-01-30_13_23,1706.169331167689
2025-02-18_35_46,1920.0912045083821
2025-02-06_45_28,2937.844910498159
2025-02-05_05_45,1926.1622865772715
2025-01-18_23_25,2122.1948523497704
2025-02-03_42_45,1949.4167276602855
2025-02-11_23_25,1185.6635877318627
2025-01-08_39_45,1189.0710175519205
2025-02-12_33_46,1094.736018266732
2025-02-12_48_46,3181.130521479916
2025-02-18_25_23,1694.3514719066588
